@timestamp,@billedDuration,@duration,@initDuration,,,,
17:42.5,13242,12594.72,646.99,,,,
29:52.2,14390,13678.61,710.43,,,,
42:05.2,14453,13756.9,695.76,,,,
54:16.1,14500,13851.7,648.02,,,,
06:26.3,14822,14066.12,755.45,,,,
18:38.0,13126,12510.27,614.77,,,,
30:47.6,13904,13161.78,741.23,,,14135.55,15348.25
43:01.7,14538,13912.58,624.96,,,,
55:11.2,13476,12840.98,634.58,,,,
07:00.8,12966,12335.36,630.03,,,,
19:11.9,14289,13655.5,632.64,,,,
31:29.1,15260,14555.45,703.81,,,,
43:42.9,13899,13247,651.78,,,,
55:55.2,14182,13500.02,681.67,,,,
08:10.7,14644,14015.5,627.54,,,,
20:22.7,13227,12555.34,671.08,,,,
32:37.1,15448,14693.63,753.78,,,,
44:53.0,15343,14686.72,656.13,,,,
57:05.5,13624,12973.37,649.79,,,,
08:57.4,13378,12606.07,771.7,,,,
