@timestamp,@billedDuration,@duration,@initDuration
2022-01-14 10:06:44.620,7356,7355.16,424.5
2022-01-14 10:18:55.167,6717,6716.32,441.96
2022-01-14 10:31:04.673,6974,6973.69,471.92
2022-01-14 10:43:17.915,6857,6856.33,443.26
2022-01-14 10:55:28.029,6816,6815.56,420.3
2022-01-14 11:07:40.002,6974,6973.06,458.35
2022-01-14 11:19:50.132,6299,6298.86,376.39
2022-01-14 11:32:00.999,6995,6994.21,487.34
2022-01-14 11:44:15.125,7255,7254.39,463.4
2022-01-14 11:56:24.607,7241,7240.01,443.42
2022-01-14 12:08:14.217,6958,6957.64,438.7
2022-01-14 12:20:27.071,6960,6959.93,437.13
2022-01-14 12:32:44.685,7297,7296.11,457.97
2022-01-14 12:44:57.326,6818,6817.45,429.33
2022-01-14 12:57:10.660,6632,6631.8,469.73
2022-01-14 13:09:26.370,6974,6973.16,450.3
2022-01-14 13:21:36.815,6977,6976.99,528.87
2022-01-14 13:33:51.336,6900,6899.07,439.15
2022-01-14 13:46:06.531,7039,7038.57,440.94
2022-01-14 13:58:19.683,7131,7130.78,448.97
2022-01-14 14:10:11.349,6757,6756.61,458.83
2022-01-14 14:22:26.110,6995,6994.95,479.55
2022-01-14 14:34:39.334,6995,6994.42,440.91
2022-01-14 14:46:52.688,6758,6757.26,428.5
2022-01-14 14:59:07.708,7157,7156.28,477.17
2022-01-14 15:10:58.986,7058,7057.16,425.06
2022-01-14 15:22:53.786,7098,7097.65,486.82
2022-01-14 15:34:48.231,7231,7230.8,439.24
2022-01-14 15:47:02.734,6453,6452.71,453.92
2022-01-14 15:59:14.406,6894,6893.46,434.07
2022-01-14 16:11:30.421,6797,6796.65,447
2022-01-14 16:23:46.173,6681,6680.39,467.16
2022-01-14 16:36:01.271,6715,6714.38,463.4
2022-01-14 16:48:14.755,6713,6712.71,445.66
2022-01-14 17:00:05.534,7101,7100.36,459.49
2022-01-14 17:12:22.421,6678,6677.24,497.17
2022-01-14 17:24:38.205,6938,6937.81,470.51
2022-01-14 17:36:51.760,6830,6829.88,505.86
2022-01-14 17:49:07.368,6612,6611.53,436.83
2022-01-14 18:01:24.338,6812,6811.18,568.56
2022-01-14 18:13:35.661,7115,7114.35,456.88
2022-01-14 18:25:51.791,6796,6795.63,430.07
2022-01-14 18:37:49.847,8081,8080.79,507.19
2022-01-14 18:50:05.846,7320,7319.64,424.31
2022-01-14 19:02:21.938,7078,7077.74,432.46
2022-01-14 19:14:41.079,7287,7286.74,459.47
2022-01-14 19:26:52.412,6775,6774.19,416.17
