@timestamp,@billedDuration,@duration,@initDuration,,,,
54:35.2,8197,7611.7,584.57,,,,
06:45.9,7927,7234.45,692.22,,,,
18:58.2,8046,7492.13,553.52,,,,
31:06.9,7749,7130.11,618.37,,,,
43:22.1,9188,8595.02,592.93,,,,
55:31.5,8135,7497.13,637.08,,,,
07:20.8,8343,7592.2,750.66,,,,
19:31.5,7798,7187.75,609.61,,,,
31:49.0,8167,7567.08,599.32,,,,
44:01.9,8270,7654.42,615.15,,,,
56:15.6,8700,8012.66,686.38,,,8213.5,8724.4
08:31.0,8422,7706.49,715.1,,,,
20:44.2,7992,7357.81,633.67,,,,
32:56.4,7843,7032.78,809.91,,,,
45:12.6,7972,7347.29,624.4,,,,
57:25.5,8511,7869.05,640.96,,,,
09:16.9,7725,7123.62,600.52,,,,
21:30.6,8355,7736.57,618.18,,,,
33:47.1,8546,7837.77,708.18,,,,
45:59.9,8384,7738.08,645.54,,,,
