@timestamp,@billedDuration,@duration,@initDuration,total,1852.778,1926.637
12:17.6,1358,1357.15,424.06,1782.06,,
23:06.3,1398,1397.88,445.78,1843.78,,
33:38.7,1405,1404.78,434.72,1839.72,,
44:11.7,1454,1453.65,437.54,1891.54,,
54:43.0,1389,1388.92,444.34,1833.34,,
05:14.7,1389,1388.9,446.91,1835.91,,
15:48.7,1410,1409.95,431.17,1841.17,,
26:20.8,1461,1460.49,465.28,1926.28,,
36:54.8,1365,1364.06,435.38,1800.38,,
47:28.1,1382,1381.22,432.01,1814.01,,
57:59.5,1435,1434.37,445.01,1880.01,,
08:30.1,1402,1401.23,440.68,1842.68,,
19:02.9,1357,1356.53,423.51,1780.51,,
29:35.0,1430,1429.37,453.32,1883.32,,
40:08.0,1455,1454.44,466.14,1921.14,,
50:41.0,1387,1386.49,433.23,1820.23,,
01:15.8,1480,1479.51,453.42,1933.42,,
11:51.1,1419,1418.99,451.35,1870.35,,
22:27.5,1427,1426.57,452.87,1879.87,,
33:02.4,1402,1401.52,433.84,1835.84,,
