@timestamp,@billedDuration,@duration,@initDuration,,,
21:35.3,1252,134.08,1117.32,,,
32:06.8,1204,123.82,1079.44,,,
42:38.1,1247,129.29,1117.18,,,
53:07.8,1291,146.15,1143.88,,1324.105263,1568.3
03:37.5,1255,132.59,1122.05,,,
14:09.9,1273,141.71,1130.83,,,
24:40.0,1453,129.52,1323.28,,,
35:11.9,1237,128.74,1107.41,,,
45:43.0,1343,139.73,1202.73,,,
56:12.2,1305,145.44,1159.52,,,
06:45.8,1769,126.82,1641.31,,,
17:20.7,1374,147.18,1225.93,,,
27:50.8,1546,123.68,1422.23,,,
38:21.3,1323,141.76,1180.35,,,
48:51.9,1212,125.17,1086.46,,,
59:22.1,1345,139.64,1204.54,,,
09:52.8,1253,131.92,1120.94,,,
20:23.4,1245,132.21,1112.5,,,
30:54.0,1231,126.34,1104.35,,,
