@timestamp,@billedDuration,@duration,@initDuration,total,1944.2395,1997.958
18:03.7,1493,1492.26,441.55,1934.55,,
28:44.0,1489,1488.99,434.45,1923.45,,
39:20.3,1524,1523.65,445.37,1969.37,,
50:01.7,1461,1460.92,440.55,1901.55,,
00:38.9,1537,1536.6,460.65,1997.65,,
11:21.2,1511,1510.6,439.29,1950.29,,
21:57.4,1471,1470.33,440.84,1911.84,,
32:38.0,1529,1528.71,460.93,1989.93,,
43:18.0,1512,1511.1,453.74,1965.74,,
53:55.2,1537,1536.05,466.81,2003.81,,
04:36.8,1487,1486.82,436.1,1923.1,,
15:16.0,1456,1455.84,431.38,1887.38,,
25:55.0,1499,1498.76,444.31,1943.31,,
36:34.7,1500,1499.85,439.64,1939.64,,
47:11.4,1530,1529.36,447.89,1977.89,,
57:50.9,1491,1490.2,453.16,1944.16,,
08:25.0,1543,1542.32,444.53,1987.53,,
19:01.0,1463,1462.55,438.75,1901.75,,
29:38.6,1477,1476.28,434.99,1911.99,,
40:17.4,1483,1482.15,436.86,1919.86,,
