@timestamp,@billedDuration,@duration,@initDuration,total,1467.93,1505.812
21:31.2,1023,1022.9,448.69,1471.69,,
32:02.4,1045,1044.43,459.88,1504.88,,
42:33.7,998,997.88,440.23,1438.23,,
53:03.4,1011,1010.24,437.82,1448.82,,
03:34.2,1030,1029.35,446.29,1476.29,,
14:05.9,1004,1003.97,440.97,1444.97,,
24:35.8,1012,1011.43,438.99,1450.99,,
35:07.3,994,993.34,442.18,1436.18,,
45:38.8,1050,1049.03,455.33,1505.33,,
56:08.0,1054,1053.37,448.81,1502.81,,
06:41.3,1025,1024.23,444.33,1469.33,,
17:16.5,1014,1013.62,446.13,1460.13,,
27:46.9,1011,1010.29,443.04,1454.04,,
38:17.6,990,989.8,439.1,1429.1,,
48:48.4,1006,1005.45,441.3,1447.3,,
59:18.2,1049,1048.94,453.29,1502.29,,
09:48.4,1007,1006.8,447.02,1454.02,,
20:18.6,1032,1031.64,453.13,1485.13,,
30:50.3,1015,1014.91,447.1,1462.1,,
41:20.0,1058,1057.27,456.97,1514.97,,
