@timestamp,@billedDuration,@duration,@initDuration,total,1435.672,1497.031
21:33.4,984,983.06,436.74,1420.74,,
32:05.1,971,970.83,445.07,1416.07,,
42:35.7,984,983.65,447.33,1431.33,,
53:06.2,991,990.51,443.48,1434.48,,
03:36.3,956,955.43,444.18,1400.18,,
14:08.5,962,961.23,438.33,1400.33,,
24:38.3,1040,1039.67,445.28,1485.28,,
35:09.7,996,995.46,443.29,1439.29,,
45:40.8,947,946.03,434.21,1381.21,,
56:10.7,1037,1036.45,466.89,1503.89,,
06:44.3,1002,1001.52,454.9,1456.9,,
17:18.7,995,994.35,441.94,1436.94,,
27:49.3,996,995.7,462.08,1458.08,,
38:20.2,988,987.81,444.57,1432.57,,
48:50.8,967,966.67,448.46,1415.46,,
59:20.6,1033,1032.67,463.67,1496.67,,
09:50.6,970,969.5,450.95,1420.95,,
20:21.3,998,997.98,462.1,1460.1,,
30:51.6,969,968.71,439.81,1408.81,,
41:22.5,972,971.42,442.16,1414.16,,
