@timestamp,@billedDuration,@duration,@initDuration,total,1250.787,1288.0135
18:34.5,810,809.02,435.43,1245.43,,
29:12.2,828,827.04,431.88,1259.88,,
39:51.9,812,811.78,430.79,1242.79,,
50:29.0,810,809.6,416.3,1226.3,,
01:11.2,834,833.61,432.97,1266.97,,
11:49.9,818,817.24,426.33,1244.33,,
22:27.4,820,819.93,436.96,1256.96,,
33:09.6,846,845.81,441.74,1287.74,,
43:46.4,798,797.14,418.39,1216.39,,
54:26.3,811,810.95,423.88,1234.88,,
05:07.9,802,801.97,415.91,1217.91,,
15:46.4,831,830.7,442.77,1273.77,,
26:26.8,835,834.06,439.58,1274.58,,
37:02.0,817,816.73,423.2,1240.2,,
47:42.2,808,807.71,425.12,1233.12,,
58:17.4,814,813.02,421.84,1235.84,,
08:53.6,854,853.28,439.21,1293.21,,
19:31.2,839,838.75,436.58,1275.58,,
30:07.9,814,813.97,417.84,1231.84,,
40:46.8,831,830.44,427.02,1258.02,,
