@timestamp,@billedDuration,@duration,@initDuration,total,1205.6445,1236.948
18:36.8,798,797.74,412.54,1210.54,,
29:15.5,784,783.97,396.39,1180.39,,
39:53.7,804,803.05,414.83,1218.83,,
50:32.2,822,821.95,414.65,1236.65,,
01:14.0,795,794,395.35,1190.35,,
11:52.3,795,794.55,406.14,1201.14,,
22:31.7,805,804.91,400.1,1205.1,,
33:13.0,802,801.06,406.29,1208.29,,
43:48.7,780,779.82,397.96,1177.96,,
54:29.1,797,796.66,402.02,1199.02,,
05:10.0,809,808.35,413.09,1222.09,,
15:49.1,832,831.59,410.61,1242.61,,
26:29.3,798,797.71,409.21,1207.21,,
37:04.6,779,778.11,391.64,1170.64,,
47:43.8,801,800.87,398.45,1199.45,,
58:19.7,792,791.83,412.56,1204.56,,
08:56.6,789,788.77,398.34,1187.34,,
19:34.0,800,799.04,399.91,1199.91,,
30:09.9,803,802.03,412.23,1215.23,,
40:49.5,819,818.35,416.58,1235.58,,
