@timestamp,@billedDuration,@duration,@initDuration,,,
11:58.8,1396,261.46,1134.06,,,
22:46.9,1423,256.89,1165.34,,,
33:17.8,1417,279.87,1136.73,,,
43:50.9,1453,271.98,1180.69,,,
54:23.5,1340,242.5,1096.95,,,
04:52.7,1399,264.15,1134.59,,,
15:27.1,1514,254.8,1258.94,,,
25:59.6,1395,259.52,1134.56,,,
36:33.0,1338,249.17,1088.6,,,
47:07.8,1530,245.44,1284.37,,1418.15,1532.65
57:38.9,1431,267.27,1163.11,,,
08:11.9,1385,262.77,1121.78,,,
18:42.6,1359,262.94,1095.38,,,
29:13.7,1354,259.44,1094.27,,,
39:47.6,1421,244.07,1176.18,,,
50:19.5,1437,277.69,1158.34,,,
00:53.5,1401,261.13,1139.59,,,
11:28.1,1583,261.85,1321.12,,,
22:04.9,1413,268.75,1144.09,,,
32:40.5,1374,261.02,1112.65,,,
