@timestamp,@billedDuration,@duration,@initDuration,,,
33:42.7,1192,121.77,1069.25,,,
43:44.3,1166,124.64,1040.44,,1214.8,1296.15
03:46.8,1270,136.93,1132.55,,,
23:49.0,1192,120.71,1071.01,,,
33:50.8,1171,118.47,1052.17,,,
43:52.4,1208,122.29,1085.7,,,
53:54.3,1164,115.26,1048.43,,,
13:56.2,1284,135.63,1148.06,,,
23:57.9,1527,110.37,1416.33,,,
33:59.1,1164,116.57,1047.35,,,
44:01.1,1209,121.13,1087.14,,,
54:03.0,1160,115.64,1044.07,,,
04:05.0,1164,119.5,1043.74,,,
14:06.4,1218,123.03,1094.61,,,
24:08.0,1227,136.04,1090.12,,,
34:10.1,1152,116.24,1034.98,,,
44:12.3,1168,123.57,1043.95,,,
04:13.5,1250,136.22,1113.21,,,
14:15.5,1215,116.63,1097.38,,,
24:17.0,1195,120.79,1073.45,,,
