@timestamp,@billedDuration,@duration,@initDuration,total,2967.412,3068.234
18:28.9,2534,2533.52,443.36,2977.36,,
29:05.5,2504,2503.21,429.96,2933.96,,
39:45.7,2461,2460.33,436.87,2897.87,,
50:24.3,2604,2603.79,444.03,3048.03,,
01:04.7,2622,2621.47,458.09,3080.09,,
11:44.5,2607,2606.5,446.66,3053.66,,
22:21.5,2523,2522.78,446.1,2969.1,,
33:04.7,2571,2570.27,456.27,3027.27,,
43:40.8,2521,2520.61,436.35,2957.35,,
54:20.3,2525,2524.61,435.35,2960.35,,
05:01.6,2622,2621.91,445.61,3067.61,,
15:40.9,2493,2492.24,432.45,2925.45,,
26:20.5,2492,2491.72,433.82,2925.82,,
36:57.4,2504,2503.91,436.47,2940.47,,
47:35.4,2518,2517.4,441.87,2959.87,,
58:11.5,2500,2499.68,431.6,2931.6,,
08:48.0,2578,2577.79,443.19,3021.19,,
19:25.1,2546,2545.73,437.63,2983.63,,
30:02.9,2354,2353.09,420,2774,,
40:40.7,2482,2481.96,431.56,2913.56,,
