@timestamp,@billedDuration,@duration,@initDuration,,,
17:58.2,1196,117.94,1077.92,,,
28:38.4,1228,119.17,1107.87,,,
49:55.7,1374,114.45,1258.93,,,
00:34.5,1427,144.9,1281.8,,,
11:16.0,1195,114.98,1079.43,,,
32:33.8,1290,126.87,1163.06,,,
53:50.6,1231,122.89,1107.56,,1245.6,1429.6
04:31.2,1236,125.95,1109.53,,,
15:12.3,1237,122.29,1113.87,,,
25:51.5,1479,109.14,1369.42,,,
47:06.1,1230,119.17,1109.93,,,
57:46.3,1176,115.13,1060.35,,,
40:12.0,1206,116.33,1089.23,,,
50:51.3,1226,119.3,1106.37,,,
01:28.4,1209,119.87,1088.78,,,
12:08.3,1234,121.79,1111.5,,,
22:48.1,1196,117.34,1078.02,,,
33:23.6,1153,109.05,1043.77,,,
43:59.7,1209,124.64,1084.18,,,
54:37.8,1180,115.14,1064.54,,,
