@timestamp,@billedDuration,@duration,@initDuration,total,2488.4485,2597.2195
18:20.5,2071,2070.09,440.99,2511.99,,
28:57.3,2063,2062.23,450.9,2513.9,,
39:36.3,2046,2045.07,431.89,2477.89,,
50:16.3,2045,2044.47,446.25,2491.25,,
00:57.2,2175,2174.93,454.51,2629.51,,
11:36.4,2049,2048.67,446.68,2495.68,,
22:13.7,2045,2044.16,435.69,2480.69,,
32:55.3,2046,2045.83,435.44,2481.44,,
43:33.4,2045,2044.26,440.75,2485.75,,
54:11.7,2147,2146.52,444.36,2591.36,,
04:53.0,2032,2031.59,437.66,2469.66,,
15:32.2,1958,1957.58,424.62,2382.62,,
26:12.4,2136,2135.47,459.52,2595.52,,
36:49.7,2007,2006.86,439.94,2446.94,,
47:28.2,2007,2006.32,429.2,2436.2,,
58:04.9,1912,1911.31,432.08,2344.08,,
08:40.5,2011,2010.36,441.81,2452.81,,
19:16.6,2002,2001.47,449.27,2451.27,,
29:55.2,2065,2064.51,458.28,2523.28,,
40:32.7,2066,2065.4,441.13,2507.13,,
