@timestamp,@billedDuration,@duration,@initDuration,,,
11:57.3,1309,213.42,1095,,,
22:45.3,1309,220.01,1088.28,,,
33:16.3,1314,223.01,1090.8,,,
43:49.0,1354,236.94,1116.59,,,
54:21.9,1338,222.81,1114.54,,,
04:51.5,1421,249.74,1170.86,,,
15:24.7,1356,233.18,1122.3,,,
25:57.6,1347,231.48,1115.15,,,
36:31.2,1474,262.8,1210.85,,,
47:05.7,1317,218.77,1097.71,,,
57:37.1,1331,226.01,1104.02,,1345.65,1423.65
08:09.5,1378,229.34,1147.67,,,
18:41.1,1345,228.42,1116.57,,,
29:12.1,1308,219.17,1088.74,,,
39:45.8,1337,216.11,1120.31,,,
50:17.5,1279,209.1,1069.87,,,
00:50.9,1416,237.58,1178.08,,,
11:25.9,1316,222.6,1092.93,,,
22:03.2,1307,220.87,1085.99,,,
32:38.1,1357,227.69,1128.54,,,
