@timestamp,@billedDuration,@duration,@initDuration
2022-01-08 20:10:05.951,1351,1350.48,447.43
2022-01-08 20:21:17.501,1308,1307.43,441.04
2022-01-08 20:31:47.680,1345,1344.04,444.65
2022-01-08 20:42:19.866,1358,1357.81,456.37
2022-01-08 20:52:50.664,1345,1344.92,450.88
2022-01-08 21:03:20.881,1327,1326.85,441.47
2022-01-08 21:13:52.261,1368,1367.15,462.25
2022-01-08 21:24:22.482,1321,1320.4,455.85
2022-01-08 21:34:53.467,1314,1313.84,441.03
2022-01-08 21:45:25.949,1322,1321.14,455.36
2022-01-08 21:55:55.881,1299,1298.79,448.86
2022-01-08 22:06:27.399,1331,1330.07,456
2022-01-08 22:16:59.244,1246,1245.5,421.8
2022-01-08 22:27:34.386,1289,1288.53,436.35
2022-01-08 22:38:04.708,1296,1295.42,428.4
2022-01-08 22:48:34.285,1289,1288.58,440.25
2022-01-08 22:59:06.160,1294,1293.83,440.12
2022-01-08 23:09:35.480,1305,1304.85,441.81
2022-01-08 23:20:05.399,1294,1293.69,433.59
2022-01-08 23:30:36.048,1312,1311.2,443.94
2022-01-08 23:41:07.006,1316,1315.74,442.53
2022-01-08 23:51:37.579,1372,1371,458.86
2022-01-09 00:02:16.150,1323,1323,457.23
2022-01-09 00:12:47.481,1321,1320.63,435.91
2022-01-09 00:23:20.184,1293,1292.17,436.74
2022-01-09 00:33:52.981,1334,1333.63,446.89
2022-01-09 00:44:24.901,1295,1294.82,445.39
2022-01-09 00:54:56.908,1348,1347.36,451.94
2022-01-09 02:22:23.879,12017,12016.93,445.52
2022-01-09 02:32:46.219,11824,11823.73,430.89
2022-01-09 02:43:06.579,11680,11679.46,438.74
2022-01-09 02:53:27.299,11841,11840.77,445.63
2022-01-09 03:03:47.899,11586,11585.57,429.1
2022-01-09 03:14:07.699,11756,11755.06,435.11
2022-01-09 03:24:27.879,11919,11918.43,451.95
2022-01-09 03:34:49.319,12061,12060.4,461.82
2022-01-09 03:45:10.579,12057,12056.57,445.85
2022-01-09 03:55:31.225,11701,11700.22,435.28
2022-01-09 04:05:51.919,12268,12267.87,458.47
2022-01-09 04:16:12.460,11734,11733.97,440.62
2022-01-09 04:36:42.820,11987,11986.78,435.84
2022-01-09 04:57:11.479,12062,12061.51,444.89
2022-01-09 05:07:32.339,11900,11899.51,458.9
2022-01-09 05:17:52.400,11725,11724.2,438.14
2022-01-09 05:28:15.079,11881,11880.38,449.83
2022-01-09 05:48:42.520,11769,11768.87,441.63
2022-01-09 05:59:03.040,11914,11913.46,453.05
2022-01-09 06:09:23.039,11880,11879.43,446.82
2022-01-09 06:19:44.840,12199,12198.75,447.74
2022-01-09 06:30:06.119,11956,11955.16,439.35
2022-01-09 06:40:26.600,11729,11728.53,430.01
2022-01-09 06:50:46.580,11168,11167.58,419.06
2022-01-09 07:01:07.699,12014,12013.7,444.73
2022-01-09 07:21:36.738,12118,12117.59,444.78
2022-01-09 07:42:04.479,11683,11682.88,439.63
2022-01-09 07:52:29.120,11748,11747.66,430.87
2022-01-09 08:02:49.820,11600,11599.61,447.66
2022-01-09 08:13:10.539,11842,11841.54,447.35
2022-01-09 08:23:31.300,12143,12142.95,447.45
2022-01-09 08:33:54.459,11536,11535.46,439.1
2022-01-09 08:44:15.640,11635,11634.1,424.48
2022-01-09 08:54:35.599,11544,11543.31,439.19
2022-01-09 09:04:56.820,11725,11724.36,433.94
2022-01-09 09:15:17.420,11753,11752.88,441.5
2022-01-09 09:25:38.081,11855,11854.22,460.87
2022-01-09 09:35:59.239,11951,11950.78,447.51
2022-01-09 09:46:21.020,12395,12394.61,448.69
2022-01-09 09:56:42.521,11901,11900.82,453.83
2022-01-09 10:07:03.439,11919,11918.7,444.31
2022-01-09 10:17:23.540,12099,12098.41,459.88
2022-01-09 10:27:45.938,11803,11802.92,443.42
2022-01-09 10:38:06.339,11780,11779.62,434.94
2022-01-09 10:48:28.019,11729,11728.84,433.47
2022-01-09 10:58:47.279,11603,11602.53,439.62
2022-01-09 11:09:08.200,12361,12360.59,462.07
2022-01-09 11:19:30.100,11958,11957.35,441.21
2022-01-09 11:29:50.500,11665,11664.42,441.8
2022-01-09 11:40:10.600,11812,11811.37,435.98
2022-01-09 11:50:33.420,11936,11935.81,454.45
