@timestamp,@billedDuration,@duration,@initDuration,total,1512.7605,1557.3685
21:27.6,1049,1048.97,439.2,1488.2,,
31:58.8,1109,1108.06,461.26,1570.26,,
42:30.8,1055,1054.8,442.33,1497.33,,
53:00.5,1018,1017.74,438.12,1456.12,,
03:31.2,1060,1059.17,442.94,1502.94,,
14:02.3,1079,1078.1,452.21,1531.21,,
24:32.6,1069,1068.98,444.58,1513.58,,
35:04.9,1107,1106.48,449.69,1556.69,,
45:36.5,1076,1075.57,446.91,1522.91,,
56:05.0,1067,1066.53,443.72,1510.72,,
06:38.4,1065,1064.17,445.06,1510.06,,
17:12.1,1080,1079.52,454.94,1534.94,,
27:44.0,1054,1053.14,440.23,1494.23,,
38:14.7,1072,1071.51,454.37,1526.37,,
48:45.9,1043,1042.87,437.45,1480.45,,
59:15.2,1084,1083.73,452.78,1536.78,,
09:46.1,1058,1057.79,442.31,1500.31,,
20:15.8,1069,1068.16,447.74,1516.74,,
30:46.7,1068,1067.23,443.08,1511.08,,
41:17.6,1056,1055.17,438.29,1494.29,,
