@timestamp,@billedDuration,@duration,@initDuration,total,1575.9235,1606.9245
21:25.6,1126,1125.65,439.62,1565.62,,
31:56.0,1159,1158.73,459.41,1618.41,,
42:28.5,1109,1108.57,437.14,1546.14,,
52:59.1,1140,1139.24,448.84,1588.84,,
03:29.2,1145,1144.36,452.21,1597.21,,
14:00.0,1148,1147.25,458.32,1606.32,,
24:30.4,1116,1115.07,438.93,1554.93,,
35:01.8,1114,1113.85,436.18,1550.18,,
45:33.8,1114,1113.11,444.83,1558.83,,
56:03.5,1134,1133.29,443.01,1577.01,,
06:35.8,1150,1149.47,454.51,1604.51,,
17:09.5,1135,1134.82,454.87,1589.87,,
27:41.0,1095,1094.23,431.96,1526.96,,
38:12.7,1120,1119.14,440.96,1560.96,,
48:42.5,1123,1122.37,453.63,1576.63,,
59:13.3,1116,1115.01,440.65,1556.65,,
09:43.5,1138,1137.7,450.26,1588.26,,
20:14.3,1126,1125.26,449.63,1575.63,,
30:45.1,1144,1143.95,443.98,1587.98,,
41:15.0,1134,1133.75,453.53,1587.53,,
