@timestamp,@billedDuration,@duration,@initDuration,,,
13:14.0,4115,4114.96,444.81,,,
26:12.6,4121,4120.04,442.77,,,
39:12.9,4133,4132.72,444.27,,,
52:07.5,4104,4103.2,434.67,,,
05:02.3,3973,3972.69,420.72,,,
17:58.0,4282,4281.88,443.48,,,
30:41.8,4155,4154.66,434.53,,,
43:25.3,4119,4118.51,446.99,,,
56:10.2,4114,4113.92,437.38,,,
09:16.9,4033,4032.77,436.64,,,
22:03.0,4122,4121.51,444.58,,4136.75,4275.35
34:55.9,4092,4091.03,431.11,,,
47:59.4,3993,3992.27,421.21,,,
00:45.7,4190,4189.23,432.28,,,
13:46.5,4134,4133.42,446.08,,,
26:34.9,4193,4192.48,436.8,,,
39:18.1,4275,4274.37,450.62,,,
52:00.1,4225,4224.25,450.6,,,
05:01.5,4142,4141.69,442.33,,,
17:47.9,4220,4219.42,439.83,,,
