@timestamp,@billedDuration,@duration,@initDuration,,,
12:05.4,14140,14139.13,445.33,,,
25:09.0,14134,14133.05,440.84,,,
38:06.4,14307,14306.2,446.16,,,
51:04.4,14199,14198.72,459.09,,,
03:55.3,14141,14140.19,445.32,,,
16:55.5,14270,14269.88,439.92,,,
29:40.7,13761,13761,435.51,,,
42:23.3,13952,13951.11,428.83,,,
55:07.5,13948,13947.89,434.08,,,
08:15.2,13889,13888.96,431.66,,,
20:56.8,13991,13990.03,435.96,,,
33:54.4,13860,13859.39,440.86,,,
46:57.5,13976,13975.91,432.06,,14090.5,14515.55
59:43.9,13951,13950.77,430.1,,,
12:40.9,14697,14696.82,472.68,,,
25:29.7,13961,13960.52,431.96,,,
38:14.7,14506,14505.63,454.38,,,
50:58.1,13889,13888.48,440.21,,,
03:53.1,14168,14167.7,445.11,,,
16:46.3,14070,14069.47,438.32,,,
