@timestamp,@billedDuration,@duration,@initDuration,,,
58:41.5,2394,1271.02,1122.62,,,
10:14.6,2513,1229.51,1283.12,,,
22:12.8,2402,1308.59,1092.77,,,
33:42.8,2338,1249.01,1088.22,,,
45:22.8,2537,1374.7,1161.36,,,
56:53.8,2562,1433.42,1128.13,,,
08:46.2,5183,4091.46,1090.57,,,
20:14.0,2448,1333.58,1113.83,,,
31:42.9,2527,1357.12,1169.77,,,
43:36.3,2375,1270.39,1104.29,,,
55:02.3,2332,1278.05,1053.13,,,
06:39.5,2414,1336.58,1077.16,,,
18:13.3,2387,1295.65,1091.11,,2553.35,2693.05
29:49.4,2360,1273.16,1086.81,,,
41:18.5,2429,1312.76,1115.5,,,
53:10.0,2496,1360,1135.81,,,
04:48.0,2323,1225.98,1096.39,,,
16:39.9,2390,1303.32,1085.77,,,
28:06.3,2371,1307.84,1062.36,,,
39:37.9,2286,1244.63,1040.79,,,
