@timestamp,@billedDuration,@duration,@initDuration,,,,
05:36.1,515,298.93,215.13,,,,
17:08.5,521,302.02,218.31,,,,
28:44.8,485,273.7,210.37,,,,
40:26.1,513,298.58,214.05,,,,
51:59.8,457,249.18,207.08,,,,
03:32.9,473,262.29,209.78,,,,
15:12.5,519,293.49,225.3,,,485.95,519.1
26:49.1,498,274.27,223.32,,,,
38:22.1,492,280.34,210.74,,,,
49:56.3,447,243.49,202.7,,,,
01:29.7,452,248.36,203.09,,,,
12:59.8,495,271.77,222.46,,,,
24:33.5,465,250.25,213.89,,,,
36:05.1,503,298.96,203.75,,,,
47:37.3,484,273.61,209.42,,,,
59:08.0,477,258.79,217.75,,,,
10:39.2,488,280.3,206.76,,,,
22:24.2,471,263.9,206.35,,,,
33:58.1,470,254.51,215.31,,,,
45:31.1,494,280.41,213.09,,,,
