@timestamp,@billedDuration,@duration,@initDuration,,,,
04:20.4,3092,1959.1,1132.57,,,,
16:02.1,3058,1948.96,1108.52,,,,
27:39.0,3153,1945.8,1206.62,,,,
39:20.1,3083,1977.77,1104.51,,,,
50:54.2,2983,1901.05,1081.19,,,,
02:26.0,3022,1926.11,1095.79,,,,
13:56.4,2881,1822.07,1058.45,,,,
25:39.0,3060,1965.91,1093.48,,,,
37:19.1,3087,1968.92,1118.02,,,3059.45,3154
48:48.2,3138,2012.33,1124.78,,,,
00:23.2,3028,1906.08,1121.35,,,,
11:54.7,3173,2017.34,1155.16,,,,
23:28.2,3148,2031.23,1116.2,,,,
34:59.7,3011,1927.88,1082.23,,,,
46:32.3,3123,2011.5,1111.24,,,,
58:01.5,3106,1686.82,1419.11,,,,
09:32.3,2987,1891.12,1095.33,,,,
21:16.8,2962,1886.23,1075.24,,,,
32:50.7,3045,1941.46,1103.31,,,,
44:25.1,3049,1937.6,1110.81,,,,
