@timestamp,@billedDuration,@duration,@initDuration,,,
24:57.8,4165,1666.66,2497.96,,,
35:59.6,2594,1474.24,1118.91,,,
46:58.2,2550,1389.02,1160.02,,,
57:54.7,2510,1392.42,1117.2,,,
08:54.2,2525,1376.81,1148.02,,,
19:51.1,2597,1444.61,1151.43,,,
30:50.0,2611,1482.59,1127.79,,,
41:47.9,2583,1408.04,1174.95,,,
45:48.1,2541,1414.74,1125.79,,,
56:07.4,2618,1474.92,1142.72,,,
07:09.8,2584,1434.73,1148.47,,,
18:13.2,2537,1407.18,1129.76,,2763.55,3719.45
29:15.8,2527,1382.74,1144.25,,,
40:18.3,2748,1473.24,1274.32,,,
51:21.8,3696,2490.61,1205.04,,,
02:25.6,2916,1577.83,1337.66,,,
13:30.6,2637,1456.44,1180.08,,,
24:34.8,2475,1367.51,1107.4,,,
35:37.4,3198,2164.75,1033,,,
49:46.0,2659,1477.84,1180.49,,,
