@timestamp,@billedDuration,@duration,@initDuration,,,
29:26.0,9546,9545.4,438.59,,,
42:07.1,9696,9695.59,457.51,,,
54:52.5,9541,9540.6,444.58,,,
20:41.2,9428,9427.21,445.86,,,
59:28.2,9269,9268.81,431.98,,,
25:14.2,9600,9599.78,453.4,,,
37:59.4,9452,9451.8,429.49,,,
50:42.7,9406,9405.08,435.56,,,
42:06.7,9616,9615.43,449.88,,9540.3,9848.3
20:36.8,9682,9681.27,443.11,,,
33:16.1,9854,9853.1,448.47,,,
45:55.1,9636,9635.05,442.51,,,
11:35.8,9344,9343.51,430.07,,,
24:28.8,9479,9478.75,438.69,,,
16:06.4,9602,9601.66,450.68,,,
41:43.9,9400,9399.83,441.49,,,
54:34.1,9848,9847.97,453.35,,,
11:58.7,9435,9434.86,433.73,,,
24:40.3,9544,9543.22,440.83,,,
37:32.7,9428,9427.45,433.8,,,
