@timestamp,@billedDuration,@duration,@initDuration,,,,
54:13.6,11693,11692.29,433.1,,,,
22:14.1,11883,11882.92,450.61,,,,
33:10.7,11987,11986.84,458.58,,,,
25:42.4,12132,12131.43,453.79,,,,
36:41.8,12273,12272.14,466.55,,,,
47:41.2,11889,11888.69,448.6,,,12128.45,12387.85
58:38.5,12294,12293.2,464.24,,,,
09:36.0,11972,11971.76,445.71,,,,
20:34.0,11970,11969.42,455.8,,,,
31:32.0,12228,12227.37,446.12,,,,
42:30.9,12368,12367.16,458.41,,,,
56:53.8,12184,12183.76,461.52,,,,
07:59.3,12157,12156.98,460.19,,,,
18:59.1,12038,12037.8,451.73,,,,
30:02.1,12339,12338.66,462.66,,,,
41:03.8,11899,11898.12,447.24,,,,
52:08.8,12259,12258.86,475.14,,,,
03:14.0,12257,12256.47,452.85,,,,
14:19.0,12765,12764.94,484.1,,,,
25:21.0,11982,11981.61,439.64,,,,
