@timestamp,@billedDuration,@duration,@initDuration,,,
12:25.7,1501,405.74,1095.08,,,
25:23.8,1574,432.12,1140.9,,,
38:25.6,1485,389.84,1094.26,,,
51:18.8,1489,388.5,1099.59,,,
04:15.6,1544,438.3,1105.22,,,
17:09.1,1550,418.56,1130.83,,,
29:54.1,1582,417.01,1164.72,,,
42:37.1,1492,404.14,1087.47,,,
55:22.4,1459,401.1,1057.52,,,
08:29.5,1511,413.44,1097.25,,1525.8,1582.8
21:14.1,1577,452.83,1124.1,,,
34:08.6,1532,442.27,1088.93,,,
47:10.6,1476,405.02,1070.27,,,
59:56.8,1577,417.96,1158.98,,,
13:00.0,1443,385.69,1056.87,,,
25:48.8,1551,439.93,1111.06,,,
38:28.8,1509,401.55,1107.31,,,
51:11.9,1598,440.81,1156.4,,,
04:13.4,1528,419.62,1107.8,,,
17:00.8,1538,431.77,1105.61,,,
