@timestamp,@billedDuration,@duration,@initDuration,,,
18:08.5,3091,3090.19,436.96,,,
30:53.8,3108,3107.71,449.56,,,
43:35.1,3024,3023.17,432.63,,,
56:20.3,3033,3032.9,440.4,,,
09:26.7,3044,3043.94,439.51,,,
22:12.2,3099,3098.62,444.94,,,
35:07.4,3163,3162.25,441.39,,,
48:08.8,2847,2846.82,418.71,,3064.45,3163
00:55.7,3055,3054.86,435.88,,,
13:56.7,3010,3009.42,433.92,,,
26:44.9,3002,3001.71,446.28,,,
39:28.8,3096,3095.01,462.17,,,
52:09.0,3090,3089.35,439.8,,,
05:12.0,3041,3040.78,436.67,,,
17:57.6,3044,3043.97,437.51,,,
30:51.5,3052,3051.24,440.11,,,
43:34.9,3107,3106.69,442.49,,,
56:31.4,3081,3080.43,448.84,,,
09:21.7,3139,3138.72,442.55,,,
22:04.6,3163,3162.1,449.89,,,
