@timestamp,@billedDuration,@duration,@initDuration,,,,
16:15.9,4267,4266.34,432.78,,,,
27:50.9,4024,4023.65,429.56,,,,
39:32.7,4126,4125.94,459.24,,,,
51:05.7,4042,4041.56,434.06,,,,
02:38.2,4253,4252.21,465.33,,,,
14:08.9,3978,3977.24,440.15,,,,
25:51.4,4013,4012.85,427.76,,,,
37:31.6,3969,3968.55,420.5,,,,
49:00.4,4057,4056.79,442.77,,,4061.75,4261.3
00:34.8,4065,4064.46,439.19,,,,
12:08.0,4041,4040.35,441.11,,,,
23:39.8,3993,3992.85,428.87,,,,
35:09.9,3688,3687.67,415.95,,,,
46:45.2,4087,4086.84,430.49,,,,
58:11.8,4261,4260.55,446.98,,,,
09:46.0,4080,4079.52,453.18,,,,
21:29.2,4101,4100.63,448.59,,,,
33:03.0,3939,3938.73,435.99,,,,
44:37.9,4077,4076.39,447.24,,,,
56:07.4,4174,4173.59,443.49,,,,
