@timestamp,@billedDuration,@duration,@initDuration,,,
10:44.0,2412,1241.79,1169.65,,,
23:52.9,2317,1172.16,1144.13,,,
36:51.6,2213,1093.14,1119.64,,,
49:51.1,2211,1088.86,1121.45,,,
02:49.2,2109,1056.68,1051.73,,,
15:39.8,2243,1131.02,1111.07,,,
28:34.6,2241,1105.18,1135.53,,,
41:19.4,2191,1084.02,1106.63,,2230.8,2328.4
54:05.2,2156,1086.68,1068.58,,,
06:47.2,2194,1091.17,1102.56,,,
19:52.0,2142,1068.7,1072.38,,,
32:38.5,2259,1120.9,1137.64,,,
45:32.9,2324,1181.99,1141.77,,,
58:41.5,2213,1094.14,1118.57,,,
11:22.3,2315,1189.33,1125.26,,,
24:24.9,2299,1193.02,1105.76,,,
37:10.8,2136,1052.87,1082.38,,,
49:54.8,2242,1159.19,1082.36,,,
02:35.3,2190,1106.18,1083.35,,,
15:40.0,2209,1110.86,1097.99,,,
