Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_image/,24,2,1900.0,2674.8075434166826,17.735833000187995,20932.238667000092,17.083333333333332,0.001731038274144009,0.00014425318951200074,1900,2000,2100,2100,2200,2200,21000,21000,21000,21000,21000
,Aggregated,24,2,1900.0,2674.8075434166826,17.735833000187995,20932.238667000092,17.083333333333332,0.001731038274144009,0.00014425318951200074,1900,2000,2100,2100,2200,2200,21000,21000,21000,21000,21000
