@timestamp,@billedDuration,@duration,@initDuration,,,,
27:22.4,1794,1235.9,557.63,,,,
38:13.5,1838,1234.94,602.11,,,,
49:03.1,1790,1189.24,600.02,,,,
59:52.5,1781,1210.72,570.19,,,,
10:49.6,1749,1167.53,581.07,,,,
21:45.0,1807,1235.62,570.5,,,,
32:38.9,1792,1212.85,578.87,,,,
43:31.6,1756,1176.3,579.24,,,,
54:23.8,1933,1253.37,678.71,,,1792.15,1902.6
05:10.4,1866,1258.91,606.24,,,,
15:55.5,1641,1117.51,523.12,,,,
26:41.4,1750,1192.2,557.14,,,,
37:33.6,1756,1239.26,516.19,,,,
48:19.5,1823,1258.06,564.06,,,,
59:09.1,1901,1335.3,565.25,,,,
10:01.5,1753,1180.26,572.27,,,,
20:52.9,1771,1217.3,553.08,,,,
31:43.6,1866,1221.34,644.57,,,,
42:33.7,1752,1205.24,546.03,,,,
53:21.6,1724,1117.31,605.73,,,,
