@timestamp,@billedDuration,@duration,@initDuration,,,,
38:22.6,853,276.27,576.04,,,,
49:11.7,855,284.03,570.54,,,,
00:02.2,986,327.24,658.36,,,,
11:00.5,799,261.76,536.96,,,,
21:54.1,815,280.16,534.56,,,,
32:48.1,810,283.04,526.72,,,,
43:40.2,843,264.99,577.46,,,,
54:32.6,841,309.01,531.23,,,,
05:19.3,859,303.74,554.39,,,,
16:04.5,867,304.06,562.59,,,,
26:50.0,817,265.55,550.55,,,846.6,881.5
37:42.7,850,276.32,572.76,,,,
48:28.3,848,277.17,569.96,,,,
59:17.9,831,281.06,549.4,,,,
10:10.4,795,275.39,518.96,,,,
21:01.6,842,277.81,563.83,,,,
31:52.1,846,294.44,551.05,,,,
42:42.0,876,303.03,572.9,,,,
53:29.8,847,292.69,553.81,,,,
04:19.0,852,280.21,570.83,,,,
