@timestamp,@billedDuration,@duration,@initDuration,total,7378.863,7720.2285
18:55.2,6717,6716.32,441.96,7158.96,,
31:04.7,6974,6973.69,471.92,7445.92,,
43:17.9,6857,6856.33,443.26,7300.26,,
55:28.0,6816,6815.56,420.3,7236.3,,
07:40.0,6974,6973.06,458.35,7432.35,,
19:50.1,6299,6298.86,376.39,6675.39,,
32:01.0,6995,6994.21,487.34,7482.34,,
44:15.1,7255,7254.39,463.4,7718.4,,
56:24.6,7241,7240.01,443.42,7684.42,,
08:14.2,6958,6957.64,438.7,7396.7,,
20:27.1,6960,6959.93,437.13,7397.13,,
32:44.7,7297,7296.11,457.97,7754.97,,
44:57.3,6818,6817.45,429.33,7247.33,,
57:10.7,6632,6631.8,469.73,7101.73,,
09:26.4,6974,6973.16,450.3,7424.3,,
21:36.8,6977,6976.99,528.87,7505.87,,
33:51.3,6900,6899.07,439.15,7339.15,,
46:06.5,7039,7038.57,440.94,7479.94,,
58:19.7,7131,7130.78,448.97,7579.97,,
10:11.3,6757,6756.61,458.83,7215.83,,
