@timestamp,@billedDuration,@duration,@initDuration,total,4365.673,4562.242
55:45.4,3954,3953.71,459.68,4413.68,,
07:58.2,3977,3976.85,445.03,4422.03,,
20:07.9,3924,3923.42,550.89,4474.89,,
32:19.8,3897,3896.8,429.52,4326.52,,
44:32.4,3638,3637.1,437,4075,,
56:42.5,3933,3932.97,429.09,4362.09,,
08:31.6,3514,3513.82,412.15,3926.15,,
20:44.7,3894,3893.2,472.35,4366.35,,
33:02.4,4010,4009.79,458.15,4468.15,,
45:15.5,3864,3863.9,455.39,4319.39,,
57:28.4,3956,3955.35,481.06,4437.06,,
09:44.1,3909,3908.58,447.4,4356.4,,
21:55.3,3932,3931.28,502.05,4434.05,,
34:09.5,4048,4047.92,428.82,4476.82,,
46:24.6,3838,3837.03,440.89,4278.89,,
58:38.6,4114,4113.42,440.38,4554.38,,
10:29.6,3741,3740.25,440.88,4181.88,,
22:44.6,4139,4138.76,572.62,4711.62,,
34:57.3,3952,3951.31,439.79,4391.79,,
47:11.1,3876,3875.68,460.32,4336.32,,
