@timestamp,@billedDuration,@duration,@initDuration,total,5997.627,6338.805
43:25.0,5676,5675.78,447.66,6123.66,,
55:34.4,5253,5252.07,402.18,5655.18,,
07:46.6,5669,5668.72,442.2,6111.2,,
19:57.1,5699,5698.37,455.46,6154.46,,
32:07.9,5520,5519.71,445.03,5965.03,,
44:21.7,5387,5386.11,463.56,5850.56,,
56:31.1,5496,5495.4,439.88,5935.88,,
08:21.1,5575,5574.56,443.54,6018.54,,
20:33.9,5860,5859.38,464.76,6324.76,,
32:51.0,5295,5294.32,433.23,5728.23,,
45:04.0,5400,5399.08,465.12,5865.12,,
57:17.2,5572,5571.76,454.02,6026.02,,
09:33.1,5578,5577.21,481.73,6059.73,,
21:43.4,5344,5343.32,478.87,5822.87,,
33:57.8,5496,5495.5,447.9,5943.9,,
46:13.2,5638,5637.6,471.91,6109.91,,
58:26.8,6157,6156.98,448.66,6605.66,,
10:17.9,5475,5474.56,451.23,5926.23,,
22:32.6,5357,5356.85,425.06,5782.06,,
34:45.9,5497,5496.62,446.54,5943.54,,
