Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250/,18946,0,72,81.99656130671592,57.69050000000675,1626.9310419993417,17.0,1.6876123518086805,0.0,72,75,78,82,94,150,200,260,480,1100,1600
,Aggregated,18946,0,72,81.99656130671592,57.69050000000675,1626.9310419993417,17.0,1.6876123518086805,0.0,72,75,78,82,94,150,200,260,480,1100,1600
