Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250/,64,7,4200.0,3719.540300094027,13.133500000549247,5982.963250000466,15.140625,0.0016824825621795999,0.00018402153023839375,4200,4400,4400,4500,4700,5000,5100,6000,6000,6000,6000
,Aggregated,64,7,4200.0,3719.540300094027,13.133500000549247,5982.963250000466,15.140625,0.0016824825621795999,0.00018402153023839375,4200,4400,4400,4500,4700,5000,5100,6000,6000,6000,6000
