Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_image/,122,1,140.0,320.83383231970004,66.91237499990166,21069.901083000004,17.15573770491803,0.016711168217541178,0.00013697678866837033,140,170,180,180,190,200,420,1300,21000,21000,21000
,Aggregated,122,1,140.0,320.83383231970004,66.91237499990166,21069.901083000004,17.15573770491803,0.016711168217541178,0.00013697678866837033,140,170,180,180,190,200,420,1300,21000,21000,21000
