@timestamp,@billedDuration,@duration,@initDuration,total,761.509,786.1215
38:33.0,315,314.72,414.82,729.82,,
49:21.7,345,344.14,437.21,782.21,,
00:13.2,337,336.84,437.51,774.51,,
11:11.3,334,333.27,427.55,761.55,,
22:04.8,296,295.04,457.35,753.35,,
32:58.7,340,339.55,449.19,789.19,,
43:51.0,339,338.13,436.04,775.04,,
54:42.9,340,339.05,434.5,774.5,,
05:30.2,312,311.42,418.88,730.88,,
16:15.2,296,295.75,452.55,748.55,,
27:00.7,296,295.68,433.41,729.41,,
37:53.3,339,338.22,445.31,784.31,,
48:38.4,338,337.93,447.96,785.96,,
59:28.5,337,336.9,422.82,759.82,,
10:21.0,339,338.38,446.95,785.95,,
21:12.5,331,330.78,446.91,777.91,,
32:02.5,312,311.38,406.87,718.87,,
42:52.1,300,299.99,435.83,735.83,,
53:40.1,319,318.11,459.22,778.22,,
04:28.9,300,299.73,454.3,754.3,,
