Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250_second/,100,13,3200.0,2832.8352087098715,9.525459001451964,4818.920416997571,14.79,0.0016754774314557991,0.00021781206608925387,3200,3300,3400,3400,3600,3900,4100,4800,4800,4800,4800
,Aggregated,100,13,3200.0,2832.8352087098715,9.525459001451964,4818.920416997571,14.79,0.0016754774314557991,0.00021781206608925387,3200,3300,3400,3400,3600,3900,4100,4800,4800,4800,4800
