@timestamp,@billedDuration,@duration,@initDuration,total,15284.256,15676.7825
05:34.9,14638,14637.68,438.2,15076.2,,
17:08.0,14453,14452.63,431.29,14884.29,,
28:43.1,14966,14965.53,446.64,15412.64,,
40:25.4,15053,15052.2,447.97,15500.97,,
51:59.0,14796,14795.93,442.09,15238.09,,
03:31.9,14688,14687.65,437.99,15125.99,,
15:10.6,14887,14886.22,463.18,15350.18,14840.1,15208.05
26:47.6,14921,14920.26,451.53,15372.53,,
38:21.2,14508,14507.87,428.45,14936.45,,
49:55.8,14650,14649.4,434.65,15084.65,,
01:29.0,15437,15436.47,445.22,15882.22,,
12:59.1,14949,14948.26,440.75,15389.75,,
24:32.9,14691,14690.67,445.87,15136.87,,
36:04.3,14829,14828.43,441.59,15270.59,,
47:36.0,14754,14753.45,444.39,15198.39,,
59:07.5,14614,14613.89,431.41,15045.41,,
10:37.7,14686,14685.75,434.74,15120.74,,
22:22.9,14979,14978.48,457.71,15436.71,,
33:57.1,15107,15106.81,449.48,15556.48,,
45:29.8,15196,15195.51,469.97,15665.97,,
