@timestamp,@billedDuration,@duration,@initDuration,,,,
21:09.4,1501,351.06,1149.14,,,,
32:17.9,1451,337.01,1113.62,,,,
24:44.3,1503,358.82,1143.55,,,,
35:47.2,1544,372.34,1170.81,,,,
46:46.3,1619,399.91,1219.01,,,,
57:43.3,1541,364.52,1175.65,,,,
08:42.0,1455,350.83,1103.51,,,1565.55,1715.3
19:39.6,1588,380.27,1207.69,,,,
30:38.5,1547,353.65,1192.43,,,,
41:35.8,1513,359.24,1152.94,,,,
45:35.7,1633,389.49,1243.21,,,,
55:56.2,1530,352.94,1176.06,,,,
06:58.1,1512,354.76,1156.78,,,,
18:01.2,1577,375.18,1201.22,,,,
29:02.7,1545,364.12,1179.92,,,,
40:05.6,1592,392.74,1198.27,,,,
51:08.0,1713,356.83,1355.55,,,,
02:13.2,1759,432.93,1325.52,,,,
13:17.3,1576,360.62,1214.93,,,,
24:23.7,1612,384.17,1227.73,,,,
