@timestamp,@billedDuration,@duration,@initDuration,,,,
00:17.5,627,114.58,511.59,,,,
13:30.1,500,115.79,383.55,,,,
26:28.0,493,105.13,387.34,,,,
39:28.0,685,112.67,572.02,,,,
52:22.7,492,110.8,380.68,,,,
05:16.7,506,106.94,398.84,,,,
18:12.6,494,111.31,382.46,,,,
30:57.5,841,119.92,720.24,,,537.7,692.8
43:38.8,493,113.6,378.41,,,,
56:24.3,500,114.63,385.08,,,,
09:30.1,498,124.04,373.71,,,,
22:15.7,490,111.66,377.54,,,,
35:11.1,491,108.7,381.43,,,,
48:12.6,632,113.94,517.62,,,,
00:59.7,500,108.77,390.7,,,,
14:01.0,504,119.06,384.94,,,,
26:49.0,506,124.57,381.41,,,,
39:32.2,496,112.31,382.95,,,,
52:12.8,497,109.41,386.65,,,,
05:15.9,509,112.55,396.2,,,,
