@timestamp,@billedDuration,@duration,@initDuration,total,13131.6035,13437.489
12:41.8,12560,12559.35,434.94,12994.94,,
25:40.3,12594,12593.35,435.03,13029.03,,
38:41.9,12738,12737.76,451.11,13189.11,,
51:34.8,12983,12982.1,447.1,13430.1,12692.25,12989.8
04:30.5,12376,12375.97,429.66,12805.66,,
17:26.8,12741,12740.06,441.18,13182.18,,
30:11.0,12899,12898.89,455.77,13354.77,,
42:53.7,12509,12508.92,428.49,12937.49,,
55:39.2,12736,12735.68,436.97,13172.97,,
08:45.6,12478,12477.71,431.84,12909.84,,
21:31.7,12764,12763.25,434.02,13198.02,,
34:25.5,12711,12710.28,440.14,13151.14,,
47:27.9,12933,12932.59,444.84,13377.84,,
00:14.3,12621,12620.15,436.92,13057.92,,
13:16.6,12629,12628.2,433.81,13062.81,,
26:05.4,12705,12704.14,429.28,13134.28,,
38:46.3,12470,12469.73,431.57,12901.57,,
51:29.2,13119,13118.83,458.88,13577.88,,
04:30.6,12903,12902.08,455.23,13358.23,,
17:16.8,12376,12375.18,430.29,12806.29,,
