@timestamp,@billedDuration,@duration,@initDuration,total,10867.0185,11292.2425
53:35.4,9751,9750.28,427.12,10178.12,,
05:18.3,19733,19732.65,433.24,20166.24,,
16:51.7,10086,10085.92,443.53,10529.53,,
28:26.8,10224,10223.48,437.63,10661.63,,
40:08.4,10130,10129.4,439.47,10569.47,,
51:42.6,10373,10372.94,452.19,10825.19,,
03:14.6,9848,9847.81,429.86,10277.86,,
14:54.5,9973,9972.82,440.83,10413.83,10428.25,10841
26:31.5,9942,9941.96,427.15,10369.15,,
38:06.0,9704,9703.07,438.25,10142.25,,
49:38.9,9765,9764.98,436.71,10201.71,,
01:12.4,10043,10042.19,450.69,10493.69,,
12:41.8,9745,9744.85,432.24,10177.24,,
24:15.9,9783,9782.91,441.59,10224.59,,
35:47.7,9883,9882.34,431.16,10314.16,,
47:19.6,9833,9832.09,432.93,10265.93,,
58:50.7,10003,10002.42,442.61,10445.61,,
10:22.5,10080,10079.43,449.86,10529.86,,
22:06.1,9731,9730.68,434.54,10165.54,,
33:40.5,9935,9934.95,453.77,10388.77,,
