@timestamp,@billedDuration,@duration,@initDuration,total,6297.932,6455.8615
45:51.8,5929,5928.05,458.74,6387.74,,
55:59.1,5971,5970.52,445.03,6416.03,,
06:06.7,5983,5982.33,439.01,6422.01,,
16:14.6,5902,5901.03,442.03,6344.03,,
26:22.1,5873,5872.91,436.55,6309.55,,
36:29.8,5940,5939.59,441.52,6381.52,,
46:37.4,5483,5482.89,419.7,5902.7,,
56:44.0,5570,5569.2,420.29,5990.29,,
06:52.8,5875,5874.78,438.32,6313.32,,
17:00.6,6047,6046.72,446.7,6493.7,,
27:08.4,5876,5875.07,442.42,6318.42,,
37:15.3,5671,5670.08,435.32,6106.32,,
47:23.2,5902,5901.74,443.66,6345.66,,
57:31.5,5996,5995.09,442.33,6438.33,,
07:38.7,5870,5869.3,446.29,6316.29,,
17:46.2,5790,5789.34,427.9,6217.9,,
27:54.8,5842,5841.59,427.82,6269.82,,
38:02.3,5753,5752.14,433.15,6186.15,,
48:11.7,5994,5993.33,459.87,6453.87,,
58:19.7,5897,5896.87,447.99,6344.99,,
