@timestamp,@billedDuration,@duration,@initDuration,,,,
32:15.4,1396,292.09,1102.94,,,,
24:41.8,1508,313.26,1194.53,,,,
35:45.6,1504,318.53,1184.82,,,,
46:43.9,1637,334.46,1301.78,,,,
08:39.8,1401,290.74,1109.72,,,,
19:37.5,1581,342.46,1237.7,,,1500.35,1640.2
30:36.9,1463,315.88,1146.91,,,,
41:34.3,1411,290.04,1120.65,,,,
45:33.9,1461,304.29,1156.39,,,,
55:54.1,1514,307.04,1206.01,,,,
06:55.3,1522,331.55,1190.31,,,,
29:00.8,1480,317.43,1162.35,,,,
40:03.9,1701,306.28,1394.25,,,,
51:06.3,1578,333.62,1243.73,,,,
02:10.3,1478,304.14,1173.01,,,,
13:15.3,1456,315.45,1140.21,,,,
24:21.6,1405,289.21,1115.51,,,,
35:23.8,1525,334.77,1189.54,,,,
07:39.0,1456,305.6,1150.02,,,,
18:43.9,1530,306.33,1223.02,,,,
