@timestamp,@billedDuration,@duration,@initDuration,total,547.026,577.7605
13:36.7,131,130.09,389.77,520.77,,
26:35.6,158,157.3,419.56,577.56,,
39:34.7,131,130.11,397.94,528.94,,
52:29.4,159,158.78,406.64,565.64,,
05:24.1,151,150.43,398.61,549.61,,
18:19.4,157,156.74,424.57,581.57,,
31:04.6,128,127.88,419.66,547.66,,
43:44.6,143,142.88,410.3,553.3,,
56:30.7,127,126.94,404.84,531.84,,
09:37.0,129,128.89,406.97,535.97,,
22:23.0,143,142.72,398.72,541.72,,
35:18.0,132,131.46,399.57,531.57,,
48:19.1,146,145.39,402.59,548.59,,
01:06.1,143,142.09,421.29,564.29,,
14:08.3,135,134.41,401.44,536.44,,
26:54.8,148,147.38,398.02,546.02,,
39:39.0,145,144.47,407.22,552.22,,
52:19.5,133,132.6,403.02,536.02,,
05:23.4,148,147.21,417.98,565.98,,
18:08.3,137,136.51,387.81,524.81,,
