@timestamp,@billedDuration,@duration,@initDuration,,,
16:51.9,2433,1259.46,1172.9,,,
29:43.7,2328,1196.44,1130.96,,,
42:28.4,2203,1113.91,1088.64,,,
55:20.8,2208,1112.55,1095.1,,,
08:16.1,2231,1143.65,1087.11,,,
20:58.3,2289,1172.44,1115.98,,,
33:36.8,2298,1148.23,1149.58,,,
46:19.8,2352,1088.08,1263.13,,2260.2,2360.8
59:15.4,2195,1108.35,1086.36,,,
12:11.8,2230,1125.43,1103.86,,,
24:50.7,2357,1238.6,1117.99,,,
37:42.4,2294,1179.47,1113.89,,,
50:34.6,2293,1177.32,1114.9,,,
03:34.6,2143,1066.8,1075.32,,,
16:28.2,2232,1126.67,1104.78,,,
29:21.5,2144,1051,1092.31,,,
42:04.9,2321,961.51,1359.22,,,
54:55.4,2186,1102.95,1082.1,,,
07:53.8,2185,1086.21,1097.9,,,
20:48.7,2282,1181.41,1099.67,,,
