@timestamp,@billedDuration,@duration,@initDuration,total,7216.217,7467.3035
49:16.6,6815,6814.87,434.13,7249.13,,
00:17.3,6667,6666.42,438.91,7105.91,,
11:19.0,6388,6387.97,415.76,6803.76,,
22:21.0,6589,6588.21,435.72,7024.72,,
33:21.4,6668,6667.76,445.68,7113.68,,
44:23.0,6645,6644.88,432.52,7077.52,,
55:11.5,6536,6535.72,429.75,6965.75,,
06:13.2,6699,6698.5,441.3,7140.3,,
17:17.7,6870,6869.62,443.67,7313.67,,
28:17.8,6924,6923.92,445.13,7369.13,,
39:18.2,6641,6640.4,440.93,7081.93,,
50:19.1,6999,6998.49,457.63,7456.63,,
01:20.1,7236,7235.26,434.1,7670.1,,
12:30.8,6764,6763.24,434.05,7198.05,,
23:34.0,6886,6885.71,454.18,7340.18,,
34:22.7,6778,6777.07,442.78,7220.78,,
45:21.1,6858,6857.11,452.28,7310.28,,
56:22.0,6737,6736.01,433.31,7170.31,,
07:23.1,6875,6874.74,444.1,7319.1,,
18:26.4,6956,6955.8,437.41,7393.41,,
