@timestamp,@billedDuration,@duration,@initDuration,,,,
32:26.7,1996,870.69,1124.46,,,,
24:53.3,2191,975.48,1215.14,,,,
35:55.9,2131,958.45,1171.57,,,,
46:55.9,2024,890.76,1133.22,,,,
57:52.2,2012,871.21,1140.36,,,,
08:51.2,2121,952.62,1167.53,,,,
19:48.5,2186,994.58,1190.49,,,,
30:47.0,2197,977.61,1218.77,,,,
41:45.6,2286,1063.89,1221.68,,,,
45:45.8,2240,1036.87,1203.13,,,,
56:04.5,2085,938.77,1145.7,,,2153.55,2320.15
07:06.1,2070,927.35,1142.64,,,,
18:09.8,2032,914.82,1116.32,,,,
29:12.9,2279,826.97,1451.92,,,,
40:15.5,2104,943.72,1159.61,,,,
51:17.9,2205,975.08,1229.5,,,,
02:22.9,2418,1102.62,1315.15,,,,
13:27.1,2315,1062.12,1252.67,,,,
24:31.8,2182,963.16,1218.21,,,,
35:33.6,1997,881.9,1114.72,,,,
