Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250/,853,0,74,83.35863051348198,62.262790999966455,462.58083299994723,17.0,0.9172046493151074,0.0,74,78,80,82,100,140,190,230,460,460,460
,Aggregated,853,0,74,83.35863051348198,62.262790999966455,462.58083299994723,17.0,0.9172046493151074,0.0,74,78,80,82,100,140,190,230,460,460,460
