Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250/,6606,0,92,102.34020214168726,62.90695800089452,5374.471,17.0,0.9008734692371942,0.0,92,95,98,110,120,180,220,270,650,5400,5400
,Aggregated,6606,0,92,102.34020214168726,62.90695800089452,5374.471,17.0,0.9008734692371942,0.0,92,95,98,110,120,180,220,270,650,5400,5400
