@timestamp,@billedDuration,@duration,@initDuration,total,2043.722,2122.7725
10:44.9,45,44.71,1990.63,2035.63,,
22:07.0,28,27.63,1947.23,1975.23,,
33:36.4,48,47.12,2119.28,2167.28,,
44:56.4,54,53.26,2006.69,2060.69,,
56:16.5,33,32.19,2014.06,2047.06,,
07:37.4,53,52.41,1969.61,2022.61,,
18:55.9,57,56.26,2017.44,2074.44,,
30:12.1,35,34.37,2085.43,2120.43,,
41:34.7,49,48.99,2008.91,2057.91,,
52:54.6,57,56.97,2017.59,2074.59,,
04:12.4,50,49.57,2053.13,2103.13,,
15:32.3,51,50.33,1980.87,2031.87,,
26:54.6,37,36.07,1982.34,2019.34,,
38:13.3,66,65.28,2052.48,2118.48,,
49:35.4,52,51.16,1988.35,2040.35,,
00:54.8,52,51.12,1983.14,2035.14,,
12:14.4,57,56.29,2003.5,2060.5,,
23:36.1,40,39.57,1895.98,1935.98,,
34:54.1,43,42.64,1748.75,1791.75,,
46:09.6,44,43.45,2058.03,2102.03,,
