@timestamp,@billedDuration,@duration,@initDuration,total,2079.7225,2185.695
10:49.6,33,32.2,1958.22,1991.22,,
22:11.0,35,34.39,2039.62,2074.62,,
33:39.9,16,15.56,1978.82,1994.82,,
45:00.0,45,44.57,2169.67,2214.67,,
56:20.3,35,34.6,2008.86,2043.86,,
07:41.6,31,30.44,1999.75,2030.75,,
19:00.2,27,26.52,2100.26,2127.26,,
30:16.1,41,40.21,2114.13,2155.13,,
41:39.7,33,32.03,2069.96,2102.96,,
52:58.3,24,23.48,1995.33,2019.33,,
04:16.6,40,39.39,2144.17,2184.17,,
15:36.8,26,25.21,2034.5,2060.5,,
26:59.8,30,29.4,2108.79,2138.79,,
38:16.6,40,39.71,2043.94,2083.94,,
49:39.0,33,32.2,1998.21,2031.21,,
00:58.7,32,31.61,2075.04,2107.04,,
12:17.8,28,27.9,1958.22,1986.22,,
23:39.9,30,29.28,2129.03,2159.03,,
34:57.6,36,35.76,1986.8,2022.8,,
46:13.4,31,30.95,2035.13,2066.13,,
