@timestamp,@billedDuration,@duration,@initDuration,total,2067.72,2214.8685
22:17.0,20,19.77,2192.93,2212.93,,
33:44.5,16,15.29,2050.98,2066.98,,
45:05.3,17,16.01,2071.7,2088.7,,
56:25.1,12,11.44,2102.74,2114.74,,
07:46.9,7,6.83,2033.49,2040.49,,
19:05.0,21,20.43,2230.7,2251.7,,
30:21.2,20,19.91,2084.56,2104.56,,
41:44.0,26,25.76,2144.22,2170.22,,
53:02.6,13,12.44,2002.69,2015.69,,
04:21.8,7,6.5,2053.96,2060.96,,
15:41.3,20,19.63,1965.51,1985.51,,
27:03.5,16,15.09,1951.24,1967.24,,
38:20.9,8,7.02,1983.21,1991.21,,
49:43.9,7,6.86,1996.79,2003.79,,
01:02.2,12,11.84,1983.45,1995.45,,
12:22.2,7,6.65,2020.26,2027.26,,
23:43.6,16,15.39,2016.51,2032.51,,
35:02.7,20,19.37,1996.01,2016.01,,
46:17.2,18,17.32,2058.2,2076.2,,
57:38.9,20,19.56,2112.25,2132.25,,
