@timestamp,@billedDuration,@duration,@initDuration,total,321.177,334.2165
23:51.2,206,205.32,113.85,319.85,,
34:01.7,211,210.64,110.82,321.82,,
44:13.4,204,203.96,109.09,313.09,,
54:22.9,220,219.82,113.86,333.86,,
04:32.4,214,213.45,112.58,326.58,,
14:42.5,203,202.56,110.89,313.89,,
24:52.1,202,201.23,108.58,310.58,,
35:02.4,216,215.74,113.7,329.7,,
45:11.9,218,217.33,116.53,334.53,,
55:22.2,211,210.04,114.81,325.81,,
05:31.4,204,203.87,117.09,321.09,,
15:41.3,205,204.87,108.46,313.46,,
25:51.5,210,209.32,113.21,323.21,,
36:01.5,220,219.06,114.2,334.2,,
46:11.8,215,214.56,114.86,329.86,,
56:21.5,205,204.76,108.98,313.98,,
06:31.1,206,205.96,111.58,317.58,,
16:41.1,209,208.47,116.8,325.8,,
26:51.1,186,185.17,110.5,296.5,,
37:00.6,208,207.44,110.15,318.15,,
