@timestamp,@billedDuration,@duration,@initDuration,total,365.346,375.6835
23:50.6,250,249.22,110.04,360.04,,
34:01.4,250,249.29,112.27,362.27,,
44:12.3,262,261.16,109.63,371.63,,
54:22.5,246,245.02,111.78,357.78,,
04:32.0,262,261.14,112.52,374.52,,
14:41.3,262,261.13,109.12,371.12,,
24:51.8,262,261.24,109.1,371.1,,
35:01.2,238,237.16,112.01,350.01,,
45:11.3,250,249.47,115.23,365.23,,
55:21.4,280,279.37,117.79,397.79,,
05:31.5,250,249.3,108.2,358.2,,
15:41.3,246,245.1,110.98,356.98,,
25:50.7,250,249.11,111.79,361.79,,
36:00.4,251,250.17,113.98,364.98,,
46:11.9,253,252.81,106.67,359.67,,
56:20.9,263,262.94,110.7,373.7,,
06:30.3,255,254.01,112.23,367.23,,
16:41.0,234,233.18,115.41,349.41,,
26:50.5,250,249.16,113.24,363.24,,
36:59.9,258,257.22,112.23,370.23,,
