@timestamp,@billedDuration,@duration,@initDuration,,,
09:00.1,858,5.79,852.12,,,
20:42.6,827,5.8,820.23,,,
32:18.1,859,5.57,853.18,,,
43:54.5,849,5.7,842.82,,,
55:27.5,902,5.66,895.95,,,
18:40.1,870,5.67,864.32,,,
30:16.3,1024,5.79,1017.42,,,
41:53.0,839,5.6,833.02,,,
53:26.7,879,5.74,872.96,,868.2,908.1
05:00.4,841,6.22,834.05,,,
16:36.8,857,5.62,851.11,,,
28:13.5,862,5.58,856.35,,,
39:47.2,862,6.16,855.3,,,
51:20.3,873,5.96,866.59,,,
02:53.2,884,5.65,878.34,,,
14:27.7,869,5.78,862.55,,,
26:05.7,835,5.73,828.98,,,
37:36.8,844,6.01,837,,,
49:11.7,864,5.97,857.14,,,
00:46.5,866,5.91,860.01,,,
