@timestamp,@billedDuration,@duration,@initDuration,total,644.8195,670.368
23:49.5,514,513.09,112.45,626.45,,
34:00.0,522,521.22,113.64,635.64,,
44:11.0,542,541.49,111.96,653.96,,
54:21.5,552,551.95,113.43,665.43,,
04:30.5,542,541.33,113.23,655.23,,
14:40.5,536,535.55,113.91,649.91,,
24:50.8,545,544.06,113.11,658.11,,
34:59.9,526,525.48,108.06,634.06,,
45:10.6,526,525.31,113.08,639.08,,
55:19.7,560,559.15,114.32,674.32,,
05:30.3,526,525.11,109.66,635.66,,
15:39.4,560,559.15,110.16,670.16,,
25:49.5,538,537.21,113.72,651.72,,
35:59.1,514,513.06,114.6,628.6,,
46:10.5,539,538.97,118.55,657.55,,
56:19.4,498,497.3,111.83,609.83,,
06:29.6,514,513.29,110.33,624.33,,
16:39.0,553,552.73,110.47,663.47,,
26:48.8,506,505.36,111.29,617.29,,
36:58.8,533,532.93,112.59,645.59,,
