@timestamp,@billedDuration,@duration,@initDuration,,,
08:58.6,846,5.99,839.23,,,
20:41.5,853,5.9,846.8,,,
32:17.5,882,5.97,875.2,,,
43:53.0,845,5.56,838.76,,,
55:26.7,877,5.75,871.04,,,
07:02.1,851,5.61,845.35,,,
30:14.5,845,5.97,838.75,,,
41:51.1,878,5.84,871.3,,,
53:25.3,841,5.38,834.75,,,
04:59.5,881,5.9,874.34,,,
16:35.5,849,6.03,841.97,,854.2,883.9
28:11.6,920,5.99,913.52,,,
39:45.7,830,5.79,823.51,,,
02:52.0,877,5.68,870.43,,,
14:26.6,849,5.45,842.92,,,
26:04.3,843,5.68,836.48,,,
37:35.6,787,5.4,781.45,,,
00:45.0,827,5.58,820.66,,,
23:55.2,874,5.8,867.69,,,
35:28.5,829,5.63,823,,,
