Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250/,703,0,72,87.19680060455235,61.698374999991756,5166.578874999999,17.0,0.913903328097063,0.0,72,74,76,78,84,120,180,210,5200,5200,5200
,Aggregated,703,0,72,87.19680060455235,61.698374999991756,5166.578874999999,17.0,0.913903328097063,0.0,72,74,76,78,84,120,180,210,5200,5200,5200
